fold,method,K,history_alpha,history_mse,history_phase,grid_optimized_alpha,alpha_diff,alpha_diff_abs
4,kendall_tau_b,40,3.5,0.7412294743967768,coarse,2.6499999999999977,0.8500000000000023,0.8500000000000023
4,kendall_tau_b,50,3.5,0.7438269704655777,coarse,2.799999999999999,0.7000000000000011,0.7000000000000011
4,kendall_tau_b,60,3.5,0.7457013884952876,coarse,2.9499999999999984,0.5500000000000016,0.5500000000000016
4,kendall_tau_b,70,3.5,0.747093097612345,coarse,3.0,0.5,0.5
4,kendall_tau_b,80,3.5,0.7480771829695684,coarse,3.0,0.5,0.5
4,kendall_tau_b,90,3.5,0.7487718408705832,coarse,3.0,0.5,0.5
4,kendall_tau_b,100,3.5,0.7492782960653945,coarse,3.0,0.5,0.5
4,manhattan,10,1.5500000000000005,0.8179753625499547,fine,1.3500000000000003,0.20000000000000018,0.20000000000000018
4,manhattan,20,1.9000000000000008,0.8240593188521504,fine,1.7000000000000006,0.20000000000000018,0.20000000000000018
4,manhattan,30,2.0500000000000007,0.8312532251173574,fine,1.9000000000000004,0.15000000000000036,0.15000000000000036
4,manhattan,40,2.2000000000000006,0.8369776363087371,fine,2.0500000000000007,0.1499999999999999,0.1499999999999999
4,manhattan,50,2.250000000000001,0.841157989769044,fine,2.1000000000000005,0.15000000000000036,0.15000000000000036
4,manhattan,60,2.3500000000000005,0.8443205867601237,fine,2.2000000000000006,0.1499999999999999,0.1499999999999999
4,manhattan,70,2.400000000000001,0.8466958700379899,fine,2.250000000000001,0.1499999999999999,0.1499999999999999
4,manhattan,80,2.3999999999999986,0.8485804936852223,fine,2.299999999999999,0.09999999999999964,0.09999999999999964
4,manhattan,90,2.4499999999999984,0.850057014021073,fine,2.299999999999999,0.14999999999999947,0.14999999999999947
4,manhattan,100,2.4499999999999984,0.851165216135901,fine,2.3499999999999988,0.09999999999999964,0.09999999999999964
4,msd,10,10.0,0.6156702865870128,coarse,1.0,9.0,9.0
4,msd,20,10.0,0.6762911810620833,coarse,1.0,9.0,9.0
4,msd,30,10.0,0.7206992945924118,coarse,1.0,9.0,9.0
4,msd,40,10.0,0.7534396023548258,coarse,1.0,9.0,9.0
4,msd,50,10.0,0.7802034169092671,coarse,1.0,9.0,9.0
4,msd,60,10.0,0.8018802108172133,coarse,1.0,9.0,9.0
4,msd,70,10.0,0.8201957852119599,coarse,1.0,9.0,9.0
4,msd,80,10.0,0.8353447197460852,coarse,1.0,9.0,9.0
4,msd,90,10.0,0.8485874543825708,coarse,1.8500000000000003,8.15,8.15
4,msd,100,10.0,0.8591820091264291,coarse,2.599999999999998,7.400000000000002,7.400000000000002
4,pcc,10,3.0,0.6820418474888129,coarse,1.5500000000000005,1.4499999999999995,1.4499999999999995
4,pcc,20,3.5,0.684793883908999,coarse,2.549999999999998,0.950000000000002,0.950000000000002
4,pcc,30,4.0,0.6898104396981383,coarse,3.0,1.0,1.0
4,pcc,40,4.5,0.6938188879900216,coarse,3.5,1.0,1.0
4,pcc,50,5.0,0.6957707501067837,coarse,3.5,1.5,1.5
4,pcc,60,5.0,0.6968013741107129,coarse,3.5,1.5,1.5
4,pcc,70,5.0,0.697506357234984,coarse,4.0,1.0,1.0
4,pcc,80,5.0,0.6979755910200713,coarse,4.0,1.0,1.0
4,pcc,90,5.0,0.6982798777564169,coarse,4.0,1.0,1.0
4,pcc,100,5.0,0.6984868484283667,coarse,4.0,1.0,1.0
4,spcc,10,3.0,0.6819274241100391,coarse,1.5,1.5,1.5
4,spcc,20,4.0,0.6860882342917901,coarse,2.549999999999998,1.450000000000002,1.450000000000002
4,spcc,30,4.5,0.6911890004529264,coarse,3.0,1.5,1.5
4,spcc,40,5.0,0.6942752733624823,coarse,3.5,1.5,1.5
4,spcc,50,5.0,0.6959584097041124,coarse,3.5,1.5,1.5
4,spcc,60,5.0,0.6971208324686968,coarse,4.0,1.0,1.0
4,spcc,70,5.0,0.697957850111204,coarse,4.0,1.0,1.0
4,spcc,80,5.0,0.6984739825051511,coarse,4.0,1.0,1.0
4,spcc,90,5.0,0.6988050827779043,coarse,4.0,1.0,1.0
4,spcc,100,5.0,0.6990415406957872,coarse,4.0,1.0,1.0
4,src,10,2.0,0.7319834503060244,coarse,1.1000000000000003,0.8999999999999997,0.8999999999999997
4,src,20,3.0,0.7307221361020804,coarse,1.9000000000000004,1.0999999999999996,1.0999999999999996
4,src,30,3.5,0.7369507728687626,coarse,2.4499999999999984,1.0500000000000016,1.0500000000000016
4,src,40,3.5,0.7409996287684719,coarse,2.749999999999999,0.7500000000000009,0.7500000000000009
4,src,50,3.5,0.7439949892961275,coarse,2.9499999999999984,0.5500000000000016,0.5500000000000016
4,src,60,3.5,0.7460072569308922,coarse,3.0,0.5,0.5
4,src,70,4.0,0.7471360288765893,coarse,3.0,1.0,1.0
4,src,80,4.0,0.7478957374028503,coarse,3.0,1.0,1.0
4,src,90,4.0,0.7484405368758482,coarse,3.5,0.5,0.5
4,src,100,4.0,0.7488152171806727,coarse,3.5,0.5,0.5
5,acos,10,0.05,1.052746875550427,fine,0.25,-0.2,0.2
5,acos,20,0.05,1.0098554123263146,fine,0.5,-0.45,0.45
5,acos,30,0.1,1.0055018037433725,fine,0.6000000000000001,-0.5000000000000001,0.5000000000000001
5,acos,40,0.15,1.0048870717235188,fine,0.65,-0.5,0.5
5,acos,50,0.2,1.0072330916104422,fine,0.7000000000000001,-0.5,0.5
5,acos,60,0.25,1.008632813369589,fine,0.7000000000000001,-0.45000000000000007,0.45000000000000007
5,acos,70,0.3,1.0108076572957352,fine,0.75,-0.45,0.45
5,acos,80,0.3,1.012309355070916,fine,0.75,-0.45,0.45
5,acos,90,0.5,1.0155535404938585,coarse,0.7500000000000002,-0.2500000000000002,0.2500000000000002
5,acos,100,0.5,1.0167087985917604,coarse,0.7500000000000002,-0.2500000000000002,0.2500000000000002
5,ami,10,0.5,1.0216375654953282,coarse,0.8500000000000003,-0.3500000000000003,0.3500000000000003
5,ami,20,0.5,0.9916121487503458,coarse,1.0,-0.5,0.5
5,ami,30,0.5,0.9880594140590058,coarse,1.0,-0.5,0.5
5,ami,40,0.5,0.9900212505183192,coarse,1.0,-0.5,0.5
5,ami,50,0.5,0.9921914774087044,coarse,1.0,-0.5,0.5
5,ami,60,0.5,0.9941174646856094,coarse,1.0,-0.5,0.5
5,ami,70,0.55,0.9957002035893407,fine,1.0,-0.44999999999999996,0.44999999999999996
5,ami,80,0.55,0.9970801474758094,fine,1.0,-0.44999999999999996,0.44999999999999996
5,ami,90,0.55,0.9981537756769469,fine,1.0,-0.44999999999999996,0.44999999999999996
5,ami,100,0.6000000000000001,0.9992175019343243,fine,1.0,-0.3999999999999999,0.3999999999999999
5,ari,10,0.05,1.0140625233932832,fine,0.75,-0.7,0.7
5,ari,20,0.5,0.992287925982629,coarse,0.9000000000000004,-0.40000000000000036,0.40000000000000036
5,ari,30,0.5,0.9884844542253374,coarse,0.9500000000000004,-0.4500000000000004,0.4500000000000004
5,ari,40,0.5,0.9896591942960614,coarse,1.0,-0.5,0.5
5,ari,50,0.5,0.9914534684600366,coarse,1.0000000000000004,-0.5000000000000004,0.5000000000000004
5,ari,60,0.5,0.9929890873961152,coarse,1.0,-0.5,0.5
5,ari,70,0.5,0.9945644215897812,coarse,1.0,-0.5,0.5
5,ari,80,0.55,0.9956546291828976,fine,1.0,-0.44999999999999996,0.44999999999999996
5,ari,90,0.55,0.996686159188187,fine,1.0,-0.44999999999999996,0.44999999999999996
5,ari,100,0.55,0.9973385022981216,fine,1.0,-0.44999999999999996,0.44999999999999996
5,chebyshev,10,7.0,0.6499883966115136,coarse,1.0,6.0,6.0
5,chebyshev,20,8.5,0.650069972605099,coarse,1.0000000000000004,7.5,7.5
5,chebyshev,30,9.5,0.6539441246059313,coarse,1.0,8.5,8.5
5,chebyshev,40,10.0,0.6576389731613959,coarse,1.0000000000000004,9.0,9.0
5,chebyshev,50,10.0,0.6604475337514512,coarse,1.0,9.0,9.0
5,chebyshev,60,10.0,0.6628695638491805,coarse,1.0,9.0,9.0
5,chebyshev,70,10.0,0.6646669853967829,coarse,1.0000000000000004,9.0,9.0
5,chebyshev,80,10.0,0.6661591016608804,coarse,1.0,9.0,9.0
5,chebyshev,90,10.0,0.6673846319463651,coarse,3.5,6.5,6.5
5,chebyshev,100,10.0,0.6682725152668956,coarse,3.5,6.5,6.5
5,cosine,10,1.5,1.053071188060553,coarse,1.0,0.5,0.5
5,cosine,20,2.0,1.0256449104500185,coarse,1.0,1.0,1.0
5,cosine,30,2.5,1.0240400168798507,coarse,1.0,1.5,1.5
5,cosine,40,2.5,1.0236193274691912,coarse,1.0,1.5,1.5
5,cosine,50,3.0,1.0248527331648838,coarse,1.0,2.0,2.0
5,cosine,60,3.0,1.0252873930476627,coarse,1.0,2.0,2.0
5,cosine,70,3.5,1.026344014487349,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,cosine,80,3.5,1.0269682426608375,coarse,1.0,2.5,2.5
5,cosine,90,3.5,1.0275385515528068,coarse,1.0,2.5,2.5
5,cosine,100,3.5,1.0283680198628824,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,cpcc,10,6.5,0.6606768979121181,coarse,1.0000000000000004,5.5,5.5
5,cpcc,20,8.5,0.6705883691230923,coarse,1.0000000000000004,7.5,7.5
5,cpcc,30,9.0,0.6761062080896167,coarse,1.0000000000000004,8.0,8.0
5,cpcc,40,9.0,0.6795941398289828,coarse,1.0000000000000004,8.0,8.0
5,cpcc,50,9.0,0.6819037000125033,coarse,1.0000000000000004,8.0,8.0
5,cpcc,60,9.5,0.6833807430118525,coarse,1.0000000000000004,8.5,8.5
5,cpcc,70,9.5,0.6843467394337268,coarse,1.0000000000000004,8.5,8.5
5,cpcc,80,9.5,0.685002388278894,coarse,1.0500000000000005,8.45,8.45
5,cpcc,90,9.5,0.6854313638478531,coarse,1.1500000000000006,8.35,8.35
5,cpcc,100,9.5,0.6857367054781276,coarse,1.2500000000000002,8.25,8.25
5,euclidean,10,3.5,0.7206718876639446,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,euclidean,20,4.5,0.7293540560216373,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,euclidean,30,4.5,0.7367123611736578,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,euclidean,40,5.0,0.7413804900382978,coarse,2.1000000000000005,2.8999999999999995,2.8999999999999995
5,euclidean,50,5.0,0.7450482202286378,coarse,2.4999999999999982,2.5000000000000018,2.5000000000000018
5,euclidean,60,5.5,0.7473391273052308,coarse,2.749999999999999,2.750000000000001,2.750000000000001
5,euclidean,70,5.5,0.7490325814118844,coarse,2.9499999999999984,2.5500000000000016,2.5500000000000016
5,euclidean,80,5.5,0.7503271078563054,coarse,2.9999999999999982,2.5000000000000018,2.5000000000000018
5,euclidean,90,6.0,0.7511489179266669,coarse,3.0,3.0,3.0
5,euclidean,100,6.0,0.7516798582829369,coarse,2.9999999999999982,3.0000000000000018,3.0000000000000018
5,ipwr,10,0.9000000000000004,0.9743192243126424,fine,1.0,-0.09999999999999964,0.09999999999999964
5,ipwr,20,1.1000000000000003,0.9470122068149128,fine,1.0,0.10000000000000031,0.10000000000000031
5,ipwr,30,1.4500000000000008,0.945061119087084,fine,1.0,0.45000000000000084,0.45000000000000084
5,ipwr,40,1.5,0.945129217065902,coarse,1.0,0.5,0.5
5,ipwr,50,2.0,0.9451261617872904,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,ipwr,60,2.0,0.9452277875938933,coarse,1.0,1.0,1.0
5,ipwr,70,2.0,0.9454854774568628,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,ipwr,80,2.0,0.9457701783933268,coarse,1.0,1.0,1.0
5,ipwr,90,2.0,0.9462348177702968,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,ipwr,100,2.0,0.946670853434406,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,itr,10,0.5,1.0121257800856187,coarse,1.0,-0.5,0.5
5,itr,20,1.1000000000000003,0.9577321798810444,fine,1.0,0.10000000000000031,0.10000000000000031
5,itr,30,2.5,0.9474661960844232,coarse,1.0000000000000004,1.4999999999999996,1.4999999999999996
5,itr,40,3.5,0.9478699701637724,coarse,1.0,2.5,2.5
5,itr,50,4.5,0.9515437078489908,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,itr,60,5.5,0.9559756926751702,coarse,1.0,4.5,4.5
5,itr,70,6.0,0.9608651400978602,coarse,1.0000000000000004,5.0,5.0
5,itr,80,6.5,0.9656215700648626,coarse,1.0,5.5,5.5
5,itr,90,7.0,0.9695412070352228,coarse,1.0000000000000004,6.0,6.0
5,itr,100,7.5,0.9733781213216166,coarse,1.0,6.5,6.5
5,jaccard,10,1.0500000000000005,1.0819472514073607,fine,1.0,0.05000000000000049,0.05000000000000049
5,jaccard,20,1.2500000000000009,1.0525815529388405,fine,1.0,0.2500000000000009,0.2500000000000009
5,jaccard,30,1.5000000000000009,1.047317282516761,fine,1.0,0.5000000000000009,0.5000000000000009
5,jaccard,40,1.5,1.0464824078852324,coarse,1.0,0.5,0.5
5,jaccard,50,2.0,1.046463542696635,coarse,1.0,1.0,1.0
5,jaccard,60,2.0,1.046892147030555,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,jaccard,70,2.0,1.047424021366677,coarse,1.0,1.0,1.0
5,jaccard,80,2.0,1.0479243296373375,coarse,1.0,1.0,1.0
5,jaccard,90,2.0,1.048286288977765,coarse,1.0,1.0,1.0
5,jaccard,100,2.0,1.048817569116645,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,jmsd,10,2.0,1.0250048108173466,coarse,1.0,1.0,1.0
5,jmsd,20,2.5,1.0088022982294862,coarse,1.0,1.5,1.5
5,jmsd,30,2.5,1.0072856192144313,coarse,1.0,1.5,1.5
5,jmsd,40,3.0,1.0093432912006837,coarse,1.0000000000000004,1.9999999999999996,1.9999999999999996
5,jmsd,50,3.0,1.01031712669531,coarse,1.0,2.0,2.0
5,jmsd,60,3.5,1.011937820393808,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,jmsd,70,3.5,1.0131906658169978,coarse,1.0,2.5,2.5
5,jmsd,80,3.5,1.014002479331639,coarse,1.0,2.5,2.5
5,jmsd,90,3.5,1.014558108369917,coarse,1.0,2.5,2.5
5,jmsd,100,3.5,1.01543523505836,coarse,1.0,2.5,2.5
5,kendall_tau_b,10,2.0,0.737559254531794,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
5,kendall_tau_b,20,2.5,0.7403787885609655,coarse,1.0,1.5,1.5
5,kendall_tau_b,30,3.0,0.7467889807629868,coarse,1.0,2.0,2.0
5,kendall_tau_b,40,3.0,0.7511590308161656,coarse,1.0,2.0,2.0
5,kendall_tau_b,50,3.5,0.7537880225665786,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,kendall_tau_b,60,3.5,0.7557378449209875,coarse,1.0,2.5,2.5
5,kendall_tau_b,70,3.5,0.7571370413723476,coarse,1.1000000000000003,2.3999999999999995,2.3999999999999995
5,kendall_tau_b,80,3.5,0.7579512900329863,coarse,1.2500000000000009,2.249999999999999,2.249999999999999
5,kendall_tau_b,90,3.5,0.758629724915012,coarse,1.3500000000000003,2.1499999999999995,2.1499999999999995
5,kendall_tau_b,100,3.5,0.7591015628587418,coarse,1.4000000000000004,2.0999999999999996,2.0999999999999996
5,manhattan,10,1.5,0.8376104215169841,coarse,1.0,0.5,0.5
5,manhattan,20,2.0,0.8439700043887893,coarse,1.0,1.0,1.0
5,manhattan,30,2.0,0.8513472649370596,coarse,1.2000000000000006,0.7999999999999994,0.7999999999999994
5,manhattan,40,2.000000000000001,0.8591617328970198,fine,1.4000000000000004,0.6000000000000005,0.6000000000000005
5,manhattan,50,2.5,0.8628981489592615,coarse,1.5500000000000005,0.9499999999999995,0.9499999999999995
5,manhattan,60,2.5,0.865369353344637,coarse,1.6500000000000006,0.8499999999999994,0.8499999999999994
5,manhattan,70,2.5,0.867580035291072,coarse,1.7000000000000006,0.7999999999999994,0.7999999999999994
5,manhattan,80,2.450000000000001,0.8692415278313635,fine,1.7500000000000002,0.7000000000000008,0.7000000000000008
5,manhattan,90,2.500000000000001,0.8705723394679921,fine,1.8000000000000005,0.7000000000000004,0.7000000000000004
5,manhattan,100,2.500000000000001,0.871714470117401,fine,1.8500000000000003,0.6500000000000006,0.6500000000000006
5,msd,10,10.0,0.6258078576432102,coarse,1.0,9.0,9.0
5,msd,20,10.0,0.6856595655175796,coarse,1.0,9.0,9.0
5,msd,30,10.0,0.7315875913982866,coarse,1.0,9.0,9.0
5,msd,40,10.0,0.7655380352099976,coarse,1.0,9.0,9.0
5,msd,50,10.0,0.793371997611548,coarse,1.0,9.0,9.0
5,msd,60,10.0,0.8160596812064729,coarse,1.0000000000000004,9.0,9.0
5,msd,70,10.0,0.8343011735486484,coarse,1.0,9.0,9.0
5,msd,80,10.0,0.8497823604714924,coarse,1.0,9.0,9.0
5,msd,90,10.0,0.862433070487978,coarse,1.0,9.0,9.0
5,msd,100,10.0,0.8733138871437689,coarse,1.0,9.0,9.0
5,pcc,10,2.5,0.682718910175589,coarse,1.0000000000000004,1.4999999999999996,1.4999999999999996
5,pcc,20,3.5,0.6866308430479534,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,pcc,30,4.0,0.6927117203360463,coarse,1.0000000000000004,2.9999999999999996,2.9999999999999996
5,pcc,40,4.5,0.6966320534237288,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,pcc,50,4.5,0.6988512085079345,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,pcc,60,4.5,0.7001945838009301,coarse,1.2500000000000002,3.25,3.25
5,pcc,70,4.5,0.7010909479178211,coarse,1.4500000000000004,3.05,3.05
5,pcc,80,4.5,0.7016837613985816,coarse,1.5500000000000005,2.9499999999999993,2.9499999999999993
5,pcc,90,4.5,0.7021148005180484,coarse,1.6500000000000006,2.8499999999999996,2.8499999999999996
5,pcc,100,4.5,0.7024133915162404,coarse,1.7500000000000009,2.749999999999999,2.749999999999999
5,spcc,10,3.0,0.6830712345955529,coarse,1.0,2.0,2.0
5,spcc,20,3.5,0.6874345899912772,coarse,1.0,2.5,2.5
5,spcc,30,4.0,0.6936332998816496,coarse,1.0000000000000004,2.9999999999999996,2.9999999999999996
5,spcc,40,4.5,0.6970485233779005,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,spcc,50,4.5,0.6995519111723256,coarse,1.0000000000000004,3.4999999999999996,3.4999999999999996
5,spcc,60,5.0,0.7009307468816709,coarse,1.1500000000000006,3.8499999999999996,3.8499999999999996
5,spcc,70,5.0,0.701638243250486,coarse,1.3500000000000003,3.6499999999999995,3.6499999999999995
5,spcc,80,5.0,0.7021071829648865,coarse,1.5,3.5,3.5
5,spcc,90,5.0,0.7024421926161153,coarse,1.6000000000000003,3.3999999999999995,3.3999999999999995
5,spcc,100,5.0,0.7026734306435525,coarse,1.6500000000000006,3.3499999999999996,3.3499999999999996
5,src,10,2.0,0.7382527459438255,coarse,1.0,1.0,1.0
5,src,20,2.5,0.740114110860702,coarse,1.0000000000000004,1.4999999999999996,1.4999999999999996
5,src,30,3.0,0.7465442896787794,coarse,1.0,2.0,2.0
5,src,40,3.5,0.7510867122523565,coarse,1.0,2.5,2.5
5,src,50,3.5,0.7538829194740894,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,src,60,3.5,0.7560765496215531,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
5,src,70,3.5,0.7575913447833218,coarse,1.0500000000000005,2.4499999999999993,2.4499999999999993
5,src,80,4.0,0.7583419477238752,coarse,1.1500000000000006,2.8499999999999996,2.8499999999999996
5,src,90,4.0,0.7588653586163104,coarse,1.2500000000000002,2.75,2.75
5,src,100,4.0,0.759225528199534,coarse,1.3500000000000003,2.6499999999999995,2.6499999999999995
